FIGHTER_NAME,WINS,LOSSES,DRAWS,NO_CONTESTS,HEIGHT_CM,WEIGHT_KG,REACH_CM,STANCE,BIRTHDAY,SLPM,STR_ACC,SAPM,STR_DEF,TD_AVG,TD_ACC,TD_DEF,SUB_AVG,URL
"Gadzhimurad Antigulov",20,8,0,0,180.34,92.986360,177.80,Orthodox,1987-02-09,2.08,55,4.21,40,5.08,36,0,1.4,"http://ufcstats.com/fighter-details/af997f7611673880"
"Adam Antolin",12,3,0,0,165.10,56.699000,160.02,Orthodox,1982-02-28,5.73,52,5.00,69,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/25b31165758402dd"
"Angelo Antonio",1,4,0,0,,92.986360,,Orthodox,,1.09,50,7.64,50,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/dbd198f780286aca"
"Azunna Anyanwu",14,5,0,0,185.42,113.851592,,Orthodox,1981-08-05,2.47,42,2.47,69,0.65,100,0,0.0,"http://ufcstats.com/fighter-details/78d48d3874dacafd"
"Shinsho Anzai",10,3,0,0,170.18,77.110640,177.80,Orthodox,1985-12-01,3.23,58,3.75,45,1.83,16,75,0.0,"http://ufcstats.com/fighter-details/4665f9f909cd7214"
"Shinya Aoki",39,7,0,1,180.34,69.853168,,Southpaw,1983-05-09,0.97,58,1.25,58,2.54,41,60,4.0,"http://ufcstats.com/fighter-details/79ded75550efc139"
Aoriqileng,25,10,0,1,170.18,61.234920,175.26,Orthodox,1993-06-25,5.31,50,6.03,47,1.45,46,58,0.0,"http://ufcstats.com/fighter-details/7d420039bbfe7c1a"
"Josh Appelt",15,7,0,0,177.80,115.665960,,Southpaw,1983-06-19,1.35,40,11.50,32,0.00,0,33,0.0,"http://ufcstats.com/fighter-details/0c1a04afca64e38f"
"Erik Apple",10,3,0,0,182.88,77.110640,,Orthodox,1977-08-26,0.00,0,0.54,81,0.00,0,0,8.1,"http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb"
"Kenji Arai",15,15,5,0,177.80,65.770840,,Southpaw,1979-10-05,8.79,27,10.29,39,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/269d103c96a4c3a5"
"Romie Aram",7,1,0,0,177.80,77.110640,,Orthodox,1977-12-02,1.80,35,2.83,50,2.50,62,83,0.0,"http://ufcstats.com/fighter-details/73ef22f25d0f70e2"
"Felipe Arantes",18,10,1,2,172.72,61.234920,185.42,Orthodox,1988-02-09,2.37,45,2.66,64,0.93,47,41,0.7,"http://ufcstats.com/fighter-details/71002dbc1743b9a7"
"Igor Araujo",25,9,0,1,185.42,77.110640,195.58,Orthodox,1980-12-06,1.52,42,2.86,49,0.86,15,22,0.6,"http://ufcstats.com/fighter-details/dbea8c1cb327ab3d"
"Viviane Araujo",12,6,0,0,162.56,56.699000,172.72,Orthodox,1986-11-21,4.11,47,4.96,56,1.76,40,78,0.6,"http://ufcstats.com/fighter-details/36541f1e6c5d4955"
"Julio Arce",18,6,0,0,170.18,65.770840,177.80,Southpaw,1989-10-27,4.38,36,3.10,68,0.49,30,95,0.4,"http://ufcstats.com/fighter-details/1291edf2d566a71a"
"Art Arciniega",15,7,0,0,172.72,65.770840,,,1981-10-15,1.53,46,2.73,51,0.00,0,50,1.0,"http://ufcstats.com/fighter-details/d25e39e74efb0a77"
"Tristan Arenal",7,4,0,0,,70.306760,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/9c9455912d917e4e"
"Gabriel Arges",0,0,0,0,,77.110640,,,1993-01-29,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/db3c4a884d704efe"
"Dan Argueta",9,1,0,2,170.18,61.234920,172.72,Southpaw,1993-08-13,2.35,47,1.90,52,2.54,50,60,1.9,"http://ufcstats.com/fighter-details/e4ba58725825412d"
"Reza Arianto",5,0,0,0,,70.306760,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/90063913321e7670"
"Hashem Arkhagha",6,1,0,0,187.96,83.914520,190.50,Orthodox,1989-09-11,1.84,44,8.97,43,0.00,0,50,0.0,"http://ufcstats.com/fighter-details/9a7ffa80766caa51"
"Andrei Arlovski",34,23,0,2,190.50,108.862080,195.58,Orthodox,1979-02-04,3.78,45,3.20,57,0.38,36,76,0.2,"http://ufcstats.com/fighter-details/3738e68d2261e60f"
"Garrett Armfield",10,3,0,0,167.64,61.234920,177.80,Orthodox,1996-10-09,6.22,53,3.93,58,0.00,0,64,0.0,"http://ufcstats.com/fighter-details/1effd880e1f1bb30"
"Joey Armstrong",5,2,0,0,,,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/30ad2050273d016a"
"Austin Arnett",16,6,0,0,182.88,65.770840,182.88,Orthodox,1991-10-22,4.52,41,6.38,62,0.44,18,57,0.2,"http://ufcstats.com/fighter-details/bf0e700106d00e55"
"Ricardo Arona",14,5,0,0,180.34,92.986360,,Orthodox,1978-07-17,1.66,48,1.15,57,2.41,48,58,1.2,"http://ufcstats.com/fighter-details/05fbfe628658c538"
"Eli Aronov",6,1,0,0,177.80,83.914520,182.88,Orthodox,1996-06-06,8.92,68,6.49,38,12.16,100,0,0.0,"http://ufcstats.com/fighter-details/a90c200c3fbb22c4"
"Chalid Arrab",7,3,0,0,180.34,92.986360,,Orthodox,1975-05-28,1.56,34,1.63,56,3.05,75,37,1.0,"http://ufcstats.com/fighter-details/770b9d4813c25902"
"Akbarh Arreola",23,11,1,0,177.80,70.306760,180.34,Southpaw,1983-01-14,2.32,45,4.01,56,1.07,100,33,0.4,"http://ufcstats.com/fighter-details/c136b2a8852da5bd"
"Matt Arroyo",3,3,0,0,177.80,77.110640,182.88,Orthodox,1982-09-01,1.62,47,2.01,58,2.12,36,100,5.3,"http://ufcstats.com/fighter-details/de62052b2ede65ba"
"Antonio Arroyo",9,5,0,0,190.50,83.914520,185.42,Orthodox,1989-07-01,2.82,66,2.02,50,1.14,41,41,0.2,"http://ufcstats.com/fighter-details/61fb8098ccf81c7f"
"Gilles Arsene",1,1,0,0,175.26,86.182480,,Southpaw,,0.06,10,2.45,32,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/2dea80c069847321"
"Veta Arteaga",3,1,0,0,170.18,56.699000,,,,3.20,36,1.92,65,0.00,0,40,0.0,"http://ufcstats.com/fighter-details/91e3388e69060e69"
"Cesar Arzamendia",8,3,0,0,180.34,70.306760,,Orthodox,1991-01-31,5.37,45,5.20,56,7.32,75,0,2.4,"http://ufcstats.com/fighter-details/49f78022126bf4a4"
"Teddy Ash",14,5,0,0,185.42,83.914520,185.42,Switch,1989-12-27,7.27,61,6.80,28,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/a373085066dbfb54"
"Arman Ashimov",11,3,1,0,167.64,56.699000,,,1992-01-14,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/d26a0988c9dc9886"
"Yanal Ashmouz",7,1,0,0,175.26,70.306760,172.72,Orthodox,1995-03-31,3.08,42,5.35,59,0.92,50,50,0.0,"http://ufcstats.com/fighter-details/c739c2995a275314"
Asjabharan,7,6,0,0,167.64,61.234920,,,1992-07-31,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/8be9deb7d6b36354"
"Askar Askar",11,1,0,0,170.18,65.770840,175.26,Orthodox,1994-08-19,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/2abc414136504554"
"Askar Askarov",14,1,1,0,167.64,56.699000,170.18,Orthodox,1992-10-09,3.05,54,2.80,57,2.60,24,66,0.4,"http://ufcstats.com/fighter-details/b1d19449397541dc"
"Cyril Asker",9,4,0,0,182.88,112.037224,187.96,Orthodox,1985-12-24,3.35,39,5.82,35,4.41,62,100,0.9,"http://ufcstats.com/fighter-details/9be6020024133293"
"Khusein Askhabov",23,1,0,0,172.72,65.770840,175.26,Orthodox,1995-02-13,2.00,26,4.13,56,0.00,0,66,0.0,"http://ufcstats.com/fighter-details/5c10da56d712ac9c"
"Scott Askham",14,4,0,0,190.50,83.914520,190.50,Southpaw,1988-05-20,3.03,46,3.52,52,0.44,18,65,0.7,"http://ufcstats.com/fighter-details/06827d70c53ff0d9"
"Ben Askren",19,2,0,1,180.34,77.110640,185.42,Orthodox,1984-07-18,3.64,49,5.66,36,4.33,55,0,0.9,"http://ufcstats.com/fighter-details/0b31f87be71ebbb1"
"Ibo Aslan",12,1,0,0,190.50,92.986360,195.58,Orthodox,1996-04-23,8.87,72,3.38,63,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/6e8f1bcdda94ff45"
"Tom Aspinall",14,3,0,0,195.58,116.119552,198.12,Orthodox,1993-04-11,7.72,66,2.77,66,3.46,100,100,1.7,"http://ufcstats.com/fighter-details/399afbabc02376b5"
"Bruno Assis",8,4,0,0,187.96,83.914520,,Orthodox,1992-05-23,1.27,43,3.20,36,2.00,50,66,1.0,"http://ufcstats.com/fighter-details/ff222167cce02919"
"Junior Assuncao",16,6,0,0,175.26,65.770840,182.88,Orthodox,1981-06-24,3.31,62,2.06,44,2.43,24,66,0.7,"http://ufcstats.com/fighter-details/d0d7160824278840"
"Raphael Assuncao",28,10,0,0,165.10,61.234920,167.64,Orthodox,1982-07-19,3.22,42,2.50,66,1.65,39,78,0.2,"http://ufcstats.com/fighter-details/2f13e4020cea5b38"
"Bazigit Atajev",17,1,0,0,185.42,104.326160,,Orthodox,,0.87,41,3.14,49,1.00,33,0,0.0,"http://ufcstats.com/fighter-details/fd7acf42bd6e7e95"
"Rich Attonito",10,5,0,0,177.80,77.110640,182.88,Orthodox,1977-06-16,2.28,47,2.13,59,0.74,37,75,0.0,"http://ufcstats.com/fighter-details/210935fd21670f6d"
"Olivier Aubin-Mercier",11,5,0,0,175.26,70.306760,177.80,Southpaw,1989-02-23,2.48,51,2.97,55,2.36,33,70,0.5,"http://ufcstats.com/fighter-details/55ee431411ccf07a"
"Pat Audinwood",11,2,1,0,182.88,70.306760,,Orthodox,1986-04-16,1.17,12,4.31,41,0.80,50,0,0.0,"http://ufcstats.com/fighter-details/196ed28337adc630"
"Jose Augusto",6,2,0,1,190.50,113.851592,,,1992-03-28,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/4d3b08ab127c7585"
"Marcus Aurelio",22,10,0,0,177.80,70.306760,187.96,Orthodox,1973-08-18,1.42,33,2.27,59,1.69,27,27,1.3,"http://ufcstats.com/fighter-details/04643fd03d9159cc"
"David Avellan",2,1,0,0,175.26,83.914520,,Orthodox,,3.33,25,10.00,57,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/956dcac65e7b34d6"
"Blas Avena",8,7,0,1,182.88,77.110640,187.96,Orthodox,1983-06-30,2.34,47,3.36,43,2.37,80,50,1.8,"http://ufcstats.com/fighter-details/8753e125f4499816"
"Levi Avera",18,15,0,0,185.42,77.110640,,,1982-05-17,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c"
"Anthony Avila",13,5,0,0,170.18,65.770840,,,1988-12-29,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/033d19259f589457"
"Chris Avila",5,4,0,0,177.80,65.770840,,Orthodox,1993-01-16,2.37,30,4.17,48,0.00,0,46,0.0,"http://ufcstats.com/fighter-details/4665cbf36b08193b"
"Julia Avila",9,3,0,0,170.18,61.234920,172.72,Orthodox,1988-05-11,2.59,43,2.86,50,0.54,33,50,0.3,"http://ufcstats.com/fighter-details/86d9dbe1bfcbade7"
"Saad Awad",20,9,0,0,180.34,70.306760,,,1983-06-07,2.13,26,1.87,60,0.50,16,100,0.5,"http://ufcstats.com/fighter-details/da603332ad41f165"
"Javy Ayala",10,5,0,0,185.42,120.201880,,,1988-08-20,0.83,25,5.00,33,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/26387c19f32dda0f"
"Jessin Ayari",16,6,0,0,182.88,70.306760,185.42,Orthodox,1992-05-31,3.53,37,3.59,58,0.00,0,50,0.3,"http://ufcstats.com/fighter-details/6eaec40f724852f4"
"Abu Azaitar",14,4,1,0,175.26,83.914520,193.04,Orthodox,1986-03-10,4.38,43,4.32,51,1.00,37,42,0.0,"http://ufcstats.com/fighter-details/46d0a888d87d91ac"
"Ottman Azaitar",13,2,0,0,172.72,70.306760,180.34,Switch,1990-02-20,5.73,51,4.96,48,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/ee18ff42063174df"
"Luiz Azeredo",15,10,0,0,175.26,69.853168,,Orthodox,1976-06-10,2.16,39,2.76,57,1.07,50,45,0.3,"http://ufcstats.com/fighter-details/063649e21bc9d6d5"
"Luciano Azevedo",17,9,1,0,190.50,73.028312,,Orthodox,1981-06-25,0.76,45,1.97,27,2.28,11,0,0.0,"http://ufcstats.com/fighter-details/9bcfb40dbcd50568"
"Hunter Azure",9,2,0,0,172.72,65.770840,175.26,Orthodox,1992-03-02,3.92,53,2.08,58,1.97,34,67,1.3,"http://ufcstats.com/fighter-details/2af2f2e26c4c0402"
"Niklas Backstrom",11,3,0,1,185.42,65.770840,,Orthodox,1989-08-22,1.12,41,3.65,40,2.92,80,72,2.2,"http://ufcstats.com/fighter-details/39cc64bf0a269db9"
"Seth Baczynski",20,14,0,0,190.50,77.110640,190.50,Orthodox,1981-10-26,3.08,31,3.14,51,0.89,16,48,0.8,"http://ufcstats.com/fighter-details/fd5b6598a3b70c0a"
"Abdul Azeem Badakhshi",13,3,0,0,,65.770840,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/968764372c49eab6"
"Ryan Bader",23,5,0,0,187.96,92.986360,187.96,Orthodox,1983-06-07,2.82,43,1.39,71,3.37,44,80,0.4,"http://ufcstats.com/fighter-details/c0ab242c40decc55"
"Izabela Badurek",6,3,0,0,165.10,52.163080,,Orthodox,1991-07-11,3.74,71,4.90,32,1.75,12,100,0.0,"http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664"
"Miguel Baeza",10,3,0,0,187.96,77.110640,187.96,Orthodox,1992-08-23,4.88,49,5.10,53,0.44,28,100,1.8,"http://ufcstats.com/fighter-details/82d4c957649faf9b"
"Ali Bagautinov",15,6,0,0,162.56,56.699000,165.10,Orthodox,1985-06-10,2.85,42,3.09,52,2.51,36,65,0.3,"http://ufcstats.com/fighter-details/3dd92ff9fb0412b3"
"Mehdi Baghdad",11,5,0,0,185.42,70.306760,,Orthodox,1985-04-13,3.13,30,4.56,46,0.00,0,33,0.0,"http://ufcstats.com/fighter-details/e4d2564ea0e34e2b"
"Melsik Baghdasaryan",8,2,0,0,175.26,65.770840,177.80,Southpaw,1992-01-28,5.28,61,3.06,58,0.00,0,72,0.0,"http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6"
"Siyar Bahadurzada",24,8,1,0,180.34,77.110640,185.42,Orthodox,1984-04-17,2.91,40,3.23,49,1.32,61,62,0.3,"http://ufcstats.com/fighter-details/aec185309b4843d0"
"Ignacio Bahamondes",14,5,0,0,190.50,70.306760,190.50,Orthodox,1997-08-27,6.97,46,4.36,57,0.00,0,85,0.4,"http://ufcstats.com/fighter-details/e4a47b07044ddd72"
"Bahatebole Batebolati",8,1,1,0,180.34,70.306760,180.34,Southpaw,1997-09-12,4.34,47,4.62,64,2.04,100,100,0.0,"http://ufcstats.com/fighter-details/8f313e9c3a39c06e"
"Shamar Bailey",16,11,0,0,175.26,70.306760,190.50,Southpaw,1982-09-22,1.56,20,3.91,69,1.50,33,37,0.0,"http://ufcstats.com/fighter-details/e2b8186b618b00c4"
"Jordan Bailey",6,3,0,0,175.26,65.770840,,,,1.74,40,0.29,0,4.35,100,0,4.3,"http://ufcstats.com/fighter-details/34dbcd4dbaf21a36"
"Scott Baker",1,1,0,0,182.88,95.254320,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/7d5b12de1625984e"
"Bryan Baker",18,5,0,0,190.50,83.914520,,Orthodox,1985-10-13,1.78,52,2.83,45,0.44,50,37,0.9,"http://ufcstats.com/fighter-details/898337ef520fe4d3"
"Jin Bala",23,3,0,0,175.26,70.306760,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/371efa53bd0cf669"
Balajin,23,4,0,0,175.26,65.770840,182.88,Orthodox,1992-03-31,1.40,33,2.73,50,2.00,20,66,0.0,"http://ufcstats.com/fighter-details/e626e92a8f2a9737"
"Oluwale Bamgbose",6,4,0,0,180.34,83.914520,198.12,Switch,1987-08-04,2.45,48,2.70,55,0.94,33,37,0.0,"http://ufcstats.com/fighter-details/04b39f4e8eb59d7c"
"Stephen Banaszak",5,5,0,0,182.88,65.770840,,,1990-12-07,4.20,47,1.15,66,0.00,0,100,1.9,"http://ufcstats.com/fighter-details/4c4b44e3cf5815b3"
"Marcin Bandel",15,7,0,0,177.80,70.306760,,Orthodox,1989-10-10,0.79,50,5.26,23,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/5c2ce761399dc9c5"
"Humberto Bandenay",14,7,0,1,180.34,65.770840,180.34,Southpaw,1994-09-04,2.22,41,4.79,41,2.90,46,62,0.5,"http://ufcstats.com/fighter-details/2c2caf2f2bab9df5"
"Tae Hyun Bang",18,10,0,0,175.26,70.306760,180.34,Switch,1983-04-15,2.72,38,2.07,66,0.49,33,57,0.5,"http://ufcstats.com/fighter-details/9a2d3567abc02e34"
"Yohan Banks",2,1,0,0,,,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/c50ea21fe9ef478d"
"Shauna Bannon",5,1,0,0,165.10,52.163080,165.10,Switch,1993-10-23,3.60,37,3.73,37,0.00,0,33,0.0,"http://ufcstats.com/fighter-details/9c442aaf149ea982"
"Antonio Banuelos",20,11,1,0,165.10,61.234920,160.02,Orthodox,1979-09-23,2.69,33,3.15,58,1.62,62,86,0.4,"http://ufcstats.com/fighter-details/9ddfb3369a3b0394"
"Renan Barao",34,9,0,1,167.64,65.770840,177.80,Orthodox,1987-01-31,3.78,36,3.90,57,1.49,41,91,0.5,"http://ufcstats.com/fighter-details/2c99576fefe53c7c"
"Junior Barata",9,3,1,0,177.80,77.110640,,Orthodox,1982-01-25,4.03,33,8.46,34,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/06dced58ca24a6bd"
"Maycee Barber",14,2,0,0,165.10,56.699000,165.10,Switch,1998-05-18,4.70,53,2.90,54,1.44,43,53,0.1,"http://ufcstats.com/fighter-details/6a740daf1b279661"
"Bryan Barberena",18,12,0,0,182.88,83.914520,182.88,Southpaw,1989-05-03,5.35,48,4.59,44,0.13,22,50,0.3,"http://ufcstats.com/fighter-details/a331233f597090a5"
"Dione Barbosa",6,2,0,0,167.64,56.699000,167.64,Orthodox,1992-05-08,0.87,50,0.65,66,3.27,100,0,9.8,"http://ufcstats.com/fighter-details/27b388f0aab49780"
"Edson Barboza",24,11,0,0,180.34,65.770840,190.50,Orthodox,1986-01-21,4.18,45,4.34,57,0.48,50,75,0.1,"http://ufcstats.com/fighter-details/64a50dad704d1d49"
"Raoni Barcelos",18,5,0,0,170.18,61.234920,170.18,Orthodox,1987-05-01,5.22,51,4.79,61,1.86,32,85,0.6,"http://ufcstats.com/fighter-details/b9f28e7045fdfce7"
"Daniel Barez",16,6,0,0,167.64,56.699000,167.64,Orthodox,1988-12-10,3.80,53,5.32,55,4.07,31,91,1.6,"http://ufcstats.com/fighter-details/e8fe9c15d348e778"
"Danny Barlow",8,0,0,0,187.96,77.110640,200.66,Southpaw,1995-08-02,8.80,52,3.65,57,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63"
"Luke Barnatt",13,4,0,0,198.12,83.914520,195.58,Orthodox,1988-04-13,4.43,36,3.87,59,0.63,42,63,0.4,"http://ufcstats.com/fighter-details/172c2135e70f87b7"
"James Barnes",14,5,0,0,172.72,61.234920,180.34,Orthodox,1982-05-28,0.57,34,3.02,39,1.08,16,40,0.0,"http://ufcstats.com/fighter-details/c06a5c95f1169c0b"
"Nick Barnes",11,2,0,0,180.34,77.110640,,,,2.86,29,8.93,51,5.36,100,100,5.4,"http://ufcstats.com/fighter-details/78a5eea49638685d"
"Shonte Barnes",6,2,1,0,180.34,83.914520,193.04,Southpaw,1987-02-09,2.32,38,1.55,67,0.00,0,60,0.0,"http://ufcstats.com/fighter-details/e575b6ff678c1aca"
"Josh Barnett",35,8,0,0,190.50,113.398000,198.12,Orthodox,1977-11-10,3.20,50,2.11,57,1.26,55,55,1.4,"http://ufcstats.com/fighter-details/ad3f53c454cbbead"
"Chris Barnett",23,8,0,0,175.26,120.201880,190.50,Orthodox,1986-06-14,4.41,48,5.87,40,0.00,0,33,0.0,"http://ufcstats.com/fighter-details/7a5e8c94a86f9895"
"Chris Barnhizer",2,3,0,0,,,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/91e69a1c3c87325b"
"David Baron",17,4,1,0,167.64,70.306760,,Switch,1973-02-15,1.17,30,2.10,56,0.00,0,14,0.7,"http://ufcstats.com/fighter-details/80c0bed43da0e27b"
"Phil Baroni",15,18,0,0,175.26,77.110640,182.88,Orthodox,1976-04-16,2.77,45,3.93,40,1.46,47,60,0.5,"http://ufcstats.com/fighter-details/1652f3213655b935"
"Dan Barrera",3,1,0,0,175.26,77.110640,,Orthodox,1980-12-23,0.80,70,1.20,28,1.00,8,0,0.0,"http://ufcstats.com/fighter-details/f12f979b657ab876"
"Carlos Barreto",14,9,0,0,193.04,104.326160,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/a220be6d41d6f97d"
"Jose Barreto",0,1,0,0,,83.914520,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/c32eab6c2119e989"
"Peter Barrett",11,5,0,0,177.80,65.770840,185.42,Southpaw,1986-08-10,4.18,61,4.32,42,1.39,22,66,0.0,"http://ufcstats.com/fighter-details/d21113c9ff3788ae"
"Marc-Andre Barriault",16,7,0,1,185.42,83.914520,187.96,Orthodox,1990-02-18,6.19,47,5.67,52,0.22,25,67,0.1,"http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d"
"David Barrios",4,8,0,0,167.64,65.770840,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/e6015889f50075d2"
"Alexandre Barros",22,11,0,0,175.26,77.110640,,Southpaw,1976-11-19,0.98,40,4.05,36,1.84,50,100,0.0,"http://ufcstats.com/fighter-details/8fd1f27e86661ede"
"Ricardo Barros",2,2,0,0,185.42,92.986360,,,1976-03-22,0.00,0,8.22,31,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/d26394fc0e8e880a"
"Francimar Barroso",19,7,0,1,185.42,92.986360,190.50,Orthodox,1980-02-28,2.77,52,3.07,59,2.22,24,83,0.0,"http://ufcstats.com/fighter-details/b69f24c500d783e7"
"Pat Barry",8,7,0,0,180.34,106.594120,187.96,Orthodox,1979-07-07,2.72,52,3.54,59,0.00,0,76,0.2,"http://ufcstats.com/fighter-details/658c3465581ae46b"
"Dean Barry",4,2,0,0,177.80,77.110640,182.88,Orthodox,1992-07-03,9.31,40,4.66,51,0.00,0,100,0.0,"http://ufcstats.com/fighter-details/a6f3d15cb84334bb"
"Enrique Barzola",17,5,2,0,170.18,65.770840,177.80,Orthodox,1989-04-28,3.91,41,2.97,68,4.20,45,66,0.3,"http://ufcstats.com/fighter-details/be0b310a12eb80b4"
"Javid Basharat",14,1,0,1,175.26,61.234920,175.26,Orthodox,1995-09-07,5.42,53,2.97,62,1.70,40,85,0.2,"http://ufcstats.com/fighter-details/bbab3baf66128ae2"
"Farid Basharat",12,0,0,0,172.72,61.234920,180.34,Orthodox,1997-08-02,4.47,58,2.44,57,3.96,41,83,0.6,"http://ufcstats.com/fighter-details/a09ed60aa67a3f67"
"Stephen Bass",11,2,0,0,175.26,65.770840,,Orthodox,1982-11-14,4.87,52,5.87,55,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/1cecc8fe6748a532"
"Sean Bassett",0,4,0,0,,70.306760,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/2c733e059462c1dc"
"Ryan Bastianelli",6,7,0,1,165.10,61.234920,,,,0.00,0,0.00,0,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/29508aff4d93cbbe"
"Shayna Baszler",15,11,0,0,170.18,61.234920,,Orthodox,1980-08-08,2.49,30,6.36,51,0.67,18,44,1.3,"http://ufcstats.com/fighter-details/8ef4a91ac694b7ce"
"Michel Batista",4,1,0,1,190.50,117.933920,,Orthodox,1984-04-20,0.00,0,4.03,40,6.72,50,0,0.0,"http://ufcstats.com/fighter-details/34218661c44ed55d"
"Bryan Battle",11,2,0,1,185.42,77.110640,195.58,Orthodox,1994-09-21,4.52,51,3.74,44,1.12,28,47,0.6,"http://ufcstats.com/fighter-details/f626118b6da0e020"
"Alan Baudot",8,3,0,2,190.50,110.222856,200.66,Orthodox,1988-02-01,5.36,58,4.82,46,0.00,0,62,0.0,"http://ufcstats.com/fighter-details/c9a94278df042f46"
"Mario Bautista",14,2,0,0,175.26,61.234920,175.26,Switch,1993-07-01,5.69,48,3.99,53,2.25,44,66,1.0,"http://ufcstats.com/fighter-details/bc711b6dd95c1af6"
"Chris Beal",10,5,0,0,170.18,56.699000,175.26,Orthodox,1985-08-06,3.45,35,3.18,61,1.60,58,78,0.2,"http://ufcstats.com/fighter-details/55f446032177b119"
"Donovan Beard",7,2,0,0,187.96,83.914520,198.12,Orthodox,1989-11-05,0.00,0,5.77,28,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/3a6ac598320ca7f2"
"Rudy Bears",16,15,0,0,180.34,77.110640,,Southpaw,,1.27,29,2.53,50,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/74f13066b1417ef3"
"Salvador Becerra",5,2,0,0,175.26,70.306760,,,,4.57,31,3.83,58,0.00,0,66,0.0,"http://ufcstats.com/fighter-details/4fd76e7ba8313457"
"Ariel Beck",4,5,0,0,167.64,56.699000,167.64,Southpaw,1990-09-16,4.44,34,4.31,64,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/b96939f2b8d88e82"
"Jeff Bedard",13,3,0,0,167.64,65.770840,,Orthodox,1970-02-06,0.80,51,0.00,100,3.43,66,100,2.6,"http://ufcstats.com/fighter-details/93bf96be327fcd98"
"Eric Bedard",6,7,0,0,187.96,108.408488,,,1984-09-11,6.37,35,8.54,52,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/ce05955c26c3c090"
"Johnny Bedford",21,13,1,1,177.80,61.234920,180.34,Orthodox,1983-01-06,4.53,50,1.75,63,1.83,62,62,0.0,"http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7"
"Rolando Bedoya",14,3,0,0,180.34,77.110640,187.96,Orthodox,1997-01-13,8.70,55,6.83,52,0.00,0,0,0.0,"http://ufcstats.com/fighter-details/40a456a25d52ee65"
"Chase Beebe",24,13,1,0,170.18,61.234920,170.18,Orthodox,1985-03-29,2.17,38,1.64,69,2.49,42,41,0.9,"http://ufcstats.com/fighter-details/b16a7e6a627e9789"
"Lyle Beerbohm",24,3,0,0,177.80,70.306760,,Southpaw,1979-02-05,1.98,55,1.61,54,2.10,23,64,0.3,"http://ufcstats.com/fighter-details/babc6b5745335f18"
"Allan Begosso",7,2,1,0,165.10,61.234920,167.64,Orthodox,1995-11-23,1.80,40,7.73,34,0.00,0,25,2.0,"http://ufcstats.com/fighter-details/d6ed764f8b78d32a"
